岩場,區域,路線ID,路線名稱,路線英文名,難度,找到數量,建議影片（標題 | URL）,選擇的YouTube影片,選擇的Instagram貼文
龍洞,鐘塔,LD-CLOCKTOWER-492,沙漠一號,Desert Number 1,5.12d,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-493,刀疤,Scarface,5.11c,5,,,
龍洞,鐘塔,LD-CLOCKTOWER-494,印尼人,Indonesian,5.12a,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-495,斗轉星移,Stars Pass Over the Sky,5.12b,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-496,一條洞,One Single Cave,5.11d,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-497,中級岩角,Moderate Left,5.10d,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-498,西南之南,South by Southwest,5.9,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-499,叢林熱,Jungle Fever,5.9,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-500,嬉皮裂隙,Hippie Crack,5.11a,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-501,奶油刀,Return Trip,5.10b,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-502,剃刀邊緣,One Way Ticket,5.10c,2,"Taiwan Rock Climbing : One way ticket/剃刀邊緣(5.10c) | https://www.youtube.com/watch?v=3CqZcImr33I
剃刀邊緣，one way ticket.. | https://www.youtube.com/watch?v=_694Lrp7zLM",,
龍洞,鐘塔,LD-CLOCKTOWER-503,嬉皮票,Hippie Ticket,5.11a,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-504,結婚的日子,Wedding Day,5.10a,1,"龍洞鐘塔“結婚的日子5.10a vol.1 | https://www.youtube.com/watch?v=olOEs1OZ67E
龍洞 鐘塔 結婚的日子 剉冰        https://www.youtube.com/watch?v=EKVNvfMwnKc
龍洞 鐘塔 結婚的日子 剉冰 -1	https://www.youtube.com/watch?v=VOj3ezD9xNM",,
龍洞,鐘塔,LD-CLOCKTOWER-505,直上東岩角,Direct East Arête,5.9,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-506,斜線,Diagonal,5.10d,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-507,東北之北,North by Northeast,5.7,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-508,到此一遊,Buddha Sun's Meditation,5.10d,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-509,導火線,Bomb Fuse,5.9,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-510,爆竹,Firecracker,5.8,1,,,
龍洞,鐘塔,LD-CLOCKTOWER-511,鐘塔東北角,Northeast Buttress,5.4,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-512,黑人總統,Black President,5.7,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-513,橢圓辦公室,Oval Office,5.11a,1,"Taiwan Rock Climbing : Oval office/橢圓辦公室(5.11a) | https://www.youtube.com/watch?v=ywebtLVHQIQ
20250831 龍洞鐘塔 橢圓辦公室	https://www.youtube.com/watch?v=1tkWTa8q_PA",,
龍洞,鐘塔,LD-CLOCKTOWER-514,傑佛遜,Jefferson,5.10a,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-515,四巨頭,Monument to Presidents,5.9,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-516,蔚藍的誘惑,Crystal Blue Temptation,5.8,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-517,海膽,Sea Urchin,5.6,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-518,海水正藍,Blue Ocean,5.12a,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-519,碧海藍天,"Green Ocean, Blue Sky",5.11c,0,,,
龍洞,鐘塔,LD-CLOCKTOWER-520,看海的日子,Sea-Watching Day,5.10a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-238.1,Lucid Dreaming | P1,,5.9,0,,,
龍洞,第一洞,LD-FIRST-CAVE-238.2,Lucid Dreaming | P2,,5.8,0,,,
龍洞,第一洞,LD-FIRST-CAVE-238.3,Lucid Dreaming | P3,,5.10?,0,,,
龍洞,第一洞,LD-FIRST-CAVE-239,台北一支花,Taipei Flower,5.12b,0,,,
龍洞,第一洞,LD-FIRST-CAVE-240,頂樓加蓋,Building on the Building,5.12a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-241,無人完攀,Project,5.??,0,,,
龍洞,第一洞,LD-FIRST-CAVE-242,石花凍 | P1,Agar Jelly | P1,5.10a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-242,石花凍 | P2,Agar Jelly | P2,5.10b,0,,,
龍洞,第一洞,LD-FIRST-CAVE-243,親子路線,Family Route,5.11d,0,,,
龍洞,第一洞,LD-FIRST-CAVE-244,爸爸帶小孩,Papa Carry Kid,5.11c,0,,,
龍洞,第一洞,LD-FIRST-CAVE-245,曲終人散,The Music is Over,5.12a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-246,爬岩真爽,Climbing is Great,5.12a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-247,爬岩真好,Climbing is Good,5.12c,0,,,
龍洞,第一洞,LD-FIRST-CAVE-248,來去北海道,Going to Hokkaido,5.12a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-249,斜板,The Ramp,5.8,1,龍洞 5.8 內傾 金門斜板 | https://www.youtube.com/watch?v=L9cGQqPu2Kw,,
龍洞,第一洞,LD-FIRST-CAVE-250,斜板之板,The Ramp Flake,5.9,0,,,
龍洞,第一洞,LD-FIRST-CAVE-251,天外飛仙,Wonderland Fairy,5.10b,0,,,
龍洞,第一洞,LD-FIRST-CAVE-252,創世紀,Genesis,5.12d,0,,,
龍洞,第一洞,LD-FIRST-CAVE-253,曙光裂隙,Twilight Crack,5.11b,1,龍洞攀岩 曙光裂隙 Twilight Crack 5.11b 傳攀 · 26m | https://www.youtube.com/watch?v=CdhEuYj2fMY,,
龍洞,第一洞,LD-FIRST-CAVE-254,新世界,New World,5.11c,0,,,
龍洞,第一洞,LD-FIRST-CAVE-255,天堂鳥,Bird Of Paradise,5.12c,0,,,
龍洞,第一洞,LD-FIRST-CAVE-256,烏鴉,Crow,5.13a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-257,三明治,Sandwich,5.12c,3,,,
龍洞,第一洞,LD-FIRST-CAVE-258,饅頭雙裂隙,Mantou Double Crack,5.12a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-259,萬里長征,Long March,5.13d,0,龍洞攀岩 第一洞/萬里長征	https://www.youtube.com/watch?v=ccMwLcbVnHI,,
龍洞,第一洞,LD-FIRST-CAVE-260,獨奏,Solo,5.12d,1,,,
龍洞,第一洞,LD-FIRST-CAVE-261,二重奏,Duet,5.13a,1,,,
龍洞,第一洞,LD-FIRST-CAVE-262,三天三十米,"Three Days, Thirty Meters",5.12a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-263,鴿子,Pigeon,5.12c,1,,,
龍洞,第一洞,LD-FIRST-CAVE-264,沒完沒了,Endless,5.12d,0,,,
龍洞,第一洞,LD-FIRST-CAVE-265,抱樹幹,Hug the Tree,5.12c,0,,,
龍洞,第一洞,LD-FIRST-CAVE-266,洪來瘋 (舊：懸岩外角),Hongsanity (Overhang Arête),5.14a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-267,無人完攀 (舊：上班不上班),Project (Skipping Work),5.??,0,龍洞攀岩 第一洞/PROJECT	https://www.youtube.com/watch?v=s7dRHLqMxns,,
龍洞,第一洞,LD-FIRST-CAVE-268,國慶日,National Day,5.13c,0,龍洞攀岩  第一洞/國慶日https://www.youtube.com/watch?v=hg5-znEe3Moo,,
龍洞,第一洞,LD-FIRST-CAVE-269,十月十日,October Ten,5.13b,0,"攀岩 龍洞 第一洞/十月十日        https://www.youtube.com/watch?v=C1LzSg6b6CI
攀岩 龍洞 第一洞/十月十日        https://www.youtube.com/watch?v=mK0H7tm5TUE
龍洞攀岩 第一洞 - 十月十日	https://www.youtube.com/watch?v=_zfGT8p8D88",,
龍洞,第一洞,LD-FIRST-CAVE-270,步步高升,Up and Up,5.12d,0,龍洞攀岩 第一洞 步步高升	https://www.youtube.com/watch?v=RLhg653HZKM,,
龍洞,第一洞,LD-FIRST-CAVE-271,檳榔路,Bin Lang Road,5.12b,0,,,
龍洞,第一洞,LD-FIRST-CAVE-272,情人節禮物,Valentine’s Gift,5.12a,2,"龍洞攀岩_第一洞_情人節禮物/運攀5.12a(難關前半部） | https://www.youtube.com/watch?v=pYBHQJgNoBU
龍洞攀岩_第一洞_情人節禮物/運攀5.12a(難關後半部） | https://www.youtube.com/watch?v=OJj5V5fFmJU
龍洞_第一洞_5.12A情人節禮物	https://www.youtube.com/watch?v=QXOc0cIYFyk",,
龍洞,第一洞,LD-FIRST-CAVE-273,愛心米糕,Heart-Shaped Rice Cake,5.12c,1,攀岩 龍洞 第一洞外右側/愛心米糕 | https://www.youtube.com/watch?v=CgtvphPSlko,,
龍洞,第一洞,LD-FIRST-CAVE-274,黑心米血糕,Black Heart Pig’s Blood Cake,5.11d,0,,,
龍洞,第一洞,LD-FIRST-CAVE-275,早安龍洞 | P1,Good Morning,5.12b,0,龍洞攀岩 第一洞外右側/早安龍洞	https://www.youtube.com/watch?v=XyedNXAIjbE,,
龍洞,第一洞,LD-FIRST-CAVE-276,明明沒Bolt | P1,Bolt Shortage | P1,5.??,0,,,
龍洞,第一洞,LD-FIRST-CAVE-277,Sorry Erica,,5.10a,0,龍洞 第一洞 Sorry Erica + 啦啦啦	https://www.youtube.com/watch?v=RklSfQOiz5s,,
龍洞,第一洞,LD-FIRST-CAVE-278,情人節快樂,Happy Valentine’s Day,5.10a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-279,威爾森懸岩,Wilson Overhang,5.9,0,,,
龍洞,第一洞,LD-FIRST-CAVE-280,粉圓陷阱,Fen Yuan Trap,5.12a,0,"龍洞第一洞「粉圓陷阱」        https://www.youtube.com/watch?v=erOR183BHKk
攀岩 龍洞 第一洞 粉圓陷阱        https://www.youtube.com/watch?v=3fQbqujNppg
龍洞 第一洞 粉圓陷阱        https://www.youtube.com/watch?v=gQ469MngY0c
龍洞 攀岩 粉圓陷阱	https://www.youtube.com/watch?v=l5jt24REn9c",,
龍洞,第一洞,LD-FIRST-CAVE-281,石破天驚,Heaven’s Falling,5.9,0,,,
龍洞,第一洞,LD-FIRST-CAVE-282,騙人的岩角,Deceiving Arête,5.11a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-283,下福利社,Lower Commissary,5.10a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-284,福利社,Commissary Crack,5.10a,1,Taiwan Rock Climbing : The Commissary Crack/福利社 (SOLO) | https://www.youtube.com/watch?v=pMNPUC7X1jk,,
龍洞,第一洞,LD-FIRST-CAVE-285,雷鬼,Reggae,5.9,1,,,
龍洞,第一洞,LD-FIRST-CAVE-286,Calypso,,5.7,0,,,
龍洞,第一洞,LD-FIRST-CAVE-287,Clean Face,,5.12d,0,https://www.youtube.com/watch?v=LEjCj_ZU7RI,,
龍洞,第一洞,LD-FIRST-CAVE-288,人行道,Walkway,5.11b,1,"Climbing in LongDong (Taiwan) - Walkway (5.11b) | https://www.youtube.com/watch?v=4KWykCO0b2s
20180408 龍洞 第一洞 人行道 俊延 01        https://www.youtube.com/watch?v=PUXdZgByDQc
20180408 龍洞 第一洞 人行道 俊延 02	https://www.youtube.com/watch?v=4ZL0VQqO80w",,
龍洞,第一洞,LD-FIRST-CAVE-289,擔擔麵線,Noodle Line,5.8,0,,,
龍洞,第一洞,LD-FIRST-CAVE-290,歷史 (舊名：古老的事),History,5.12b,1,龍洞攀岩-歷史5.12b | https://www.youtube.com/watch?v=Eh5G5E2U0ZM,,
龍洞,第一洞,LD-FIRST-CAVE-291,飛龍岩角,Dragon Arête,5.11c,0,,,
龍洞,第一洞,LD-FIRST-CAVE-292,小孩帶電鑽,Tough Kids and Power Tools,5.6,0,,,
龍洞,第一洞,LD-FIRST-CAVE-293,啦啦啦,La La La,5.12a,1,"攀岩 龍洞第一洞 啦啦啦 | https://www.youtube.com/watch?v=2zT4KO8F4tI
龍洞 第一洞 Sorry Erica + 啦啦啦	https://www.youtube.com/watch?v=RklSfQOiz5s",,
龍洞,第一洞,LD-FIRST-CAVE-294,阿花,Floweret,5.11d,0,,,
龍洞,第一洞,LD-FIRST-CAVE-295,阿草,Grass,5.10a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-296,韓式泡菜,Kimchi,5.11a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-297,紅油抄手,Dumplings in Spicy Sauce,5.10d,0,,,
龍洞,第一洞,LD-FIRST-CAVE-298,雲南大薄片,Yunnan Thin Slice,5.11d,0,,,
龍洞,第一洞,LD-FIRST-CAVE-299,台灣熱炒,Taiwan Rechao,5.11a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-300,筆記本,Notebook,5.12a,0,,,
龍洞,第一洞,LD-FIRST-CAVE-301,紫藤花,Wisteria,5.11a,5,,,
龍洞,第一洞,LD-FIRST-CAVE-302,海角藍天,Cape to the Sky,5.10d,0,,,
龍洞,第二洞,LD-SECOND-CAVE-194,偉賓路線,Wei Bin's Route,5.11c,0,,,
龍洞,第二洞,LD-SECOND-CAVE-195,無尾熊,Koala Bear,5.10d,0,,,
龍洞,第二洞,LD-SECOND-CAVE-196,Yum Yum的高級作業,Yum Yum’s Hard Work,5.13b,0,,,
龍洞,第二洞,LD-SECOND-CAVE-197,歡樂後花園,Back Porch Saloon,5.12c,0,,,
龍洞,第二洞,LD-SECOND-CAVE-198,台灣當朋友,Taiwan Down Amigo,5.12c,0,,,
龍洞,第二洞,LD-SECOND-CAVE-199,恐龍,Dinosaur,5.8,2,,,
龍洞,第二洞,LD-SECOND-CAVE-200,仙翁花,Ragged Robin,5.7,0,,,
龍洞,第二洞,LD-SECOND-CAVE-201,奧德賽拂曉行動,Operation Odyssey Dawn,5.6,0,,,
龍洞,第二洞,LD-SECOND-CAVE-202,搖滾紫精靈,Purple People Eater,5.6,0,,,
龍洞,第二洞,LD-SECOND-CAVE-203,豔陽白日夢,Sunshine Daydream,5.8,1,第二洞｜小虎哥｜豔陽白日夢（5.8） | https://www.youtube.com/watch?v=BikUHOLqgyk,,
龍洞,第二洞,LD-SECOND-CAVE-204,向陽懸岩,Sunshine Overhang,5.9,0,,,
龍洞,第二洞,LD-SECOND-CAVE-205,裂嘴一笑,Crack a Smile,5.11c,0,,,
龍洞,第二洞,LD-SECOND-CAVE-206,榔頭時刻,Hammer Time,5.11c,0,,,
龍洞,第二洞,LD-SECOND-CAVE-207,石器時代,Stone Age,5.10b,0,,,
龍洞,第二洞,LD-SECOND-CAVE-208,裂隙也瘋狂1,Manic Crack I,5.11b,0,,,
龍洞,第二洞,LD-SECOND-CAVE-209,變臉,Face Off,5.10c,0,,,
龍洞,第二洞,LD-SECOND-CAVE-210,裂隙也瘋狂2,Manic Crack II,5.12a,0,,,
龍洞,第二洞,LD-SECOND-CAVE-211,左拱門,Left Arch,5.12a,0,龍洞攀岩(第二洞)-左拱門	https://www.youtube.com/watch?v=k6YESaDLRjk,,
龍洞,第二洞,LD-SECOND-CAVE-212,有一腿,Have a Leg,5.12d,0,,,
龍洞,第二洞,LD-SECOND-CAVE-213,中將湯,Zhong Jiang Soup,5.11c,0,龍洞第二洞「中將湯」        https://www.youtube.com/watch?v=dGMZGASlk5Q,,
龍洞,第二洞,LD-SECOND-CAVE-213.1,右衛門,Uemon,5.9,0,,,
龍洞,第二洞,LD-SECOND-CAVE-214,幸運條紋,Lucky Streaks,5.8,0,,,
龍洞,第二洞,LD-SECOND-CAVE-215,別把粉弄濕,Keep Your Powder Dry,5.8,0,,,
龍洞,第二洞,LD-SECOND-CAVE-216,洞穴,Grotto,5.10b,0,,,
龍洞,第二洞,LD-SECOND-CAVE-217,雨盒,Box of Rain,5.8,0,,,
龍洞,第二洞,LD-SECOND-CAVE-218,祈雨舞,Rain Dance,5.7,0,,,
龍洞,第二洞,LD-SECOND-CAVE-219,小雨來得不是時候,Rain on My Parade,5.6,0,,,
龍洞,第二洞,LD-SECOND-CAVE-220,雨中曲,Singing in the Rain,5.5,0,,,
龍洞,第二洞,LD-SECOND-CAVE-221,洞外東面路線1,CRE1,5.11d,0,,,
龍洞,第二洞,LD-SECOND-CAVE-222,洞外東面路線2,CRE2,5.10d,0,,,
龍洞,第二洞,LD-SECOND-CAVE-223,煙囪階梯,Stepcrack Chimney,5.4,0,,,
龍洞,第二洞,LD-SECOND-CAVE-224,鱷魚皮,Gator Skin,5.5,0,,,
龍洞,第二洞,LD-SECOND-CAVE-225,右傾內角,Right Facing Dihedral,5.5,0,,,
龍洞,第二洞,LD-SECOND-CAVE-226,洞穴石裂隙,Cave Rock Handcrack,5.5,0,,,
龍洞,第二洞,LD-SECOND-CAVE-227,斜板寬裂隙,Slabby OW,5.5,0,,,
龍洞,第二洞,LD-SECOND-CAVE-228,小石柱右面,Small Pillar- Right Side,5.6,0,,,
龍洞,第二洞,LD-SECOND-CAVE-229,吹吹風,Breezy,5.7,0,,,
龍洞,第二洞,LD-SECOND-CAVE-230,西道,Westbound Road,5.10b,0,,,
龍洞,第二洞,LD-SECOND-CAVE-231,古風,Ancient Wind,5.11c,0,,,
龍洞,第二洞,LD-SECOND-CAVE-232,老樹,Old Tree,5.11a,0,,,
龍洞,第二洞,LD-SECOND-CAVE-233,地下一樓,One Floor Down,5.12d,0,,,
龍洞,第二洞,LD-SECOND-CAVE-234,昏鴉,The Crow,5.8,0,,,
龍洞,第二洞,LD-SECOND-CAVE-235,裂隙路線,Crack Line,5.11c,0,,,
龍洞,第二洞,LD-SECOND-CAVE-236,大黃蜂巢 (舊名：蜂巢),Hornet’s Nest,5.11a,0,,,
龍洞,第二洞,LD-SECOND-CAVE-237,沙漠,The Desert,5.12d,0,,,
龍洞,第二洞,LD-SECOND-CAVE-238,泥巴倒拉,Muddy Undercling,5.10c,0,,,
龍洞,後門,LD-BACK-DOOR-1,ㄅ,Bo,5.7,0,,,
龍洞,後門,LD-BACK-DOOR-2,ㄆ,Po,5.5,0,,,
龍洞,後門,LD-BACK-DOOR-3,ㄇ,Mo,5.6,0,,,
龍洞,後門,LD-BACK-DOOR-4,ㄈ,Fo,5.7,0,,,
龍洞,後門,LD-BACK-DOOR-5,ㄉ,Do,5.8,0,,,
龍洞,後門,LD-BACK-DOOR-6,ㄊ,To,5.10b,0,,,
龍洞,後門,LD-BACK-DOOR-7,草帽大嫂,Grass Hat Sister-in-Law,5.6,0,,,
龍洞,後門,LD-BACK-DOOR-8,老龍勃魯斯,Elder Dragon Blues,5.10a,0,,,
龍洞,後門,LD-BACK-DOOR-9,南方岩角,Southern Arête,5.8,0,,,
龍洞,後門,LD-BACK-DOOR-10,簡單內角,Eazy Dihedral,5.7,0,,,
龍洞,後門,LD-BACK-DOOR-11,樓梯間,Under the Staircase,5.6,0,,,
龍洞,後門,LD-BACK-DOOR-12,超越巔峰,Into Thin Air,5.10c,0,,,
龍洞,後門,LD-BACK-DOOR-13,不要跌倒,Watch Your Step,5.11a,0,,,
龍洞,後門,LD-BACK-DOOR-14,後門人,Back Door Man,5.10c,0,,,
龍洞,後門,LD-BACK-DOOR-15,黑到爆,Hell Night,5.12d,0,龍洞後門B1 15.黑到爆 5.12d https://www.youtube.com/watch?v=fOO6eAAiGuY,,
龍洞,後門,LD-BACK-DOOR-16,RCC,,5.11d,1,龍洞後門B1 16.RCC 5.11d | https://www.youtube.com/watch?v=Q0vrCFxLoEM,,
龍洞,後門,LD-BACK-DOOR-17,蛋頭,Jeff,5.11a,3,,,
龍洞,後門,LD-BACK-DOOR-18,迴避,Sidestep,5.10a,0,,,
龍洞,後門,LD-BACK-DOOR-19,另一個懸岩,Another Overhang,5.9,0,,,
龍洞,後門,LD-BACK-DOOR-20,蛋頭小裂隙,Jeff's RP Crack,5.10a,0,,,
龍洞,後門,LD-BACK-DOOR-21,斜板A,"Slab, Eh",5.6,0,,,
龍洞,後門,LD-BACK-DOOR-22,觀浪,Cresting Wave,5.7,0,,,
龍洞,後門,LD-BACK-DOOR-23,黏搭搭,Slabby,5.9,0,,,
龍洞,後門,LD-BACK-DOOR-24,斜板海,Slab Sea,5.8,0,,,
龍洞,後門,LD-BACK-DOOR-25,斜板D,Slab Dee,5.9,0,,,
龍洞,後門,LD-BACK-DOOR-26,斷齒 (原名：斷牙),Flying Teeth,5.10b,0,,,
龍洞,後門,LD-BACK-DOOR-27,熱水器,Water Heater Route,5.8,0,,,
龍洞,後門,LD-BACK-DOOR-28,V字倒影,Mirrored Vee,5.9,0,,,
龍洞,後門,LD-BACK-DOOR-29,裂隙面,Crackface,5.9,0,,,
龍洞,後門,LD-BACK-DOOR-30,內角五十五,Dihedral Fifty-Five,5.5,0,,,
龍洞,後門,LD-BACK-DOOR-31,鐮刀,Sickle,5.7,0,,,
龍洞,後門,LD-BACK-DOOR-32,懸岩外角,Hanging Arête,5.10b,0,,,
龍洞,後門,LD-BACK-DOOR-33,開發中的抱石,Boulder Project,5.??,0,,,
龍洞,後門,LD-BACK-DOOR-34,笑裡藏刀,Two-Faced,5.11b,0,,,
龍洞,後門,LD-BACK-DOOR-35,騙人的拳頭,Cheating Fists,5.8,0,,,
龍洞,後門,LD-BACK-DOOR-36,後門拳頭裂隙,Backdoor Fistcrack,5.10d,0,,,
龍洞,後門,LD-BACK-DOOR-37,岩面,Face,5.8,1,"Dimple Face (F7b+), Tung Lung, Hong Kong Climbing Ft. Dahlia Wong | https://www.youtube.com/watch?v=QTv1o6HL0rE",,
龍洞,後門,LD-BACK-DOOR-38,散步路線,Scramble,5.4,0,,,
龍洞,後門,LD-BACK-DOOR-39,簡單路線,Lowdown,5.4,0,,,
龍洞,後門,LD-BACK-DOOR-40,湖邊路線,Lakeside,5.5,0,,,
龍洞,後門,LD-BACK-DOOR-41,龍柱,Dragon Pole,5.9,0,,,
龍洞,後門,LD-BACK-DOOR-42,地下居民,Cellar Dweller,5.10b,0,,,
龍洞,後門,LD-BACK-DOOR-43,別撈過界,Don't Cross the Line,5.12a,1,龍洞後門-「別撈過界」5.12A | https://www.youtube.com/watch?v=h5ABf4d0h38,,
龍洞,後門,LD-BACK-DOOR-44,地下室角落,Basement Corner,5.6,0,,,
龍洞,後門,LD-BACK-DOOR-45,冤家宜解不宜結,Olive Branch,5.12a,0,,,
龍洞,後門,LD-BACK-DOOR-46,誰騙了誰？,Who Fooled Who?,5.11a,0,"龍洞攀岩 後門/誰騙了誰        https://www.youtube.com/watch?v=VEpHY4nmI_k
龍洞 - 後門 - 誰騙了誰        https://www.youtube.com/watch?v=hwimHJc4ldw
Who Foold Who? (5.11a) @BackDoor in 龍洞(ロンドン) 台湾	https://www.youtube.com/watch?v=5a1vXmoDsAY",,
龍洞,後門,LD-BACK-DOOR-47,Vita,,5.11d,0,,,
龍洞,後門,LD-BACK-DOOR-48,Yum Yum,,5.11b,0,,,
龍洞,後門,LD-BACK-DOOR-49,大家的福利,Everybody's Welfare,5.11a,1,20191117 大為@後門 大家的福利 | https://www.youtube.com/watch?v=efo4fW-Amho,,
龍洞,後門,LD-BACK-DOOR-50,誰與爭鋒,Incomparable,5.13a,4,"誰與爭鋒3rd crux 龍洞 後門 20180404 170244 | https://www.youtube.com/watch?v=MVYOH8AP0W0
誰與爭鋒1st crux 龍洞 後門 20180404 165216 | https://www.youtube.com/watch?v=ywjh53wq7Yg
誰與爭鋒5.13b 小魏 | https://www.youtube.com/watch?v=kHgFxM6cDqc
誰與爭鋒3rd crux 龍洞 後門 20180404 170106 | https://www.youtube.com/watch?v=qOgKMfvOjtk
https://www.youtube.com/watch?v=lHdMwrWGuTE",,
龍洞,後門,LD-BACK-DOOR-51,笑傲江湖,Xiao Ao Jiang Hu,5.12b,1,"Xiao Ao Jiang Hu 5.12c 龍洞 | https://www.youtube.com/watch?v=BW7i8i3S154
龍洞 - 後門 - 笑傲江湖        https://www.youtube.com/watch?v=5PJ3o2sYu_c
龍洞-笑傲江湖        https://www.youtube.com/watch?v=yUC7Vsg8f0I
笑傲江湖5.12c/梓育        https://www.youtube.com/watch?v=zQ2Q8gAWHLI",,
龍洞,後門,LD-BACK-DOOR-52,Happy Ending,,5.13a,1,Happy Ending by Alex 5.13a/b | https://www.youtube.com/watch?v=XKr348fBZrI,,
龍洞,後門,LD-BACK-DOOR-53,倩女驚魂,Phantom Fright,5.10b,0,,,
龍洞,後門,LD-BACK-DOOR-54,高檔快扣,High Class Quickdraw,5.10d,1,20160508 高檔快扣未完成 | https://www.youtube.com/watch?v=jC47QA-jqD8,,
龍洞,後門,LD-BACK-DOOR-55,饅頭,Mantel,5.12b,0,,,
龍洞,後門,LD-BACK-DOOR-56,扭來扭去,Twisting,5.12a,3,"龍洞 - 後門 - 扭來扭去(5.12a/7a+) | https://www.youtube.com/watch?v=4NxpLqLv4pg
龍洞攀岩 後門/扭來扭去 | https://www.youtube.com/watch?v=fTJtaVcZZAE
龍洞攀岩-扭來扭去 | https://www.youtube.com/watch?v=eIc14AAI4LA
龍洞扭來扭去12A  RP	https://www.youtube.com/watch?v=mnMt1yNrX4I",,
龍洞,後門,LD-BACK-DOOR-57,好人阿郎,Good Guy A-Lang,5.11c,1,"龍洞 - 後門 - 好人阿郎(5.11c/6b) | https://www.youtube.com/watch?v=gaN-UMvPkIU
龍洞後門信宏示範好人阿郎	https://www.youtube.com/watch?v=eM6qZbCblfY",,
龍洞,後門,LD-BACK-DOOR-58,一步難,0ne Tough Move,5.12a,0,,,
龍洞,後門,LD-BACK-DOOR-59,赤頭,Redhead,5.11a,5,"赤頭 5.11a 龍洞後門 | https://www.youtube.com/watch?v=LoxbghoQ_EA
龍洞 - 後門 - 赤頭(5.11a) | https://www.youtube.com/watch?v=YFd3goWaVKQ
龍洞攀岩-赤頭 | https://www.youtube.com/watch?v=tvqsa10Etvw
蔡導「赤頭」5.11a | https://www.youtube.com/watch?v=SnOcRNlcKgI
龍洞 - 後門 「赤頭」 | https://www.youtube.com/watch?v=w-bW7oGGmPo
龍洞 後門 刺頭 正上版本	https://www.youtube.com/watch?v=c-dh238zVUY",,
龍洞,後門,LD-BACK-DOOR-60,教練示範,Coach Demonstrates,5.12b,1,龍洞 - 後門 - 教練示範(5.12b/7b) | https://www.youtube.com/watch?v=rwG-ZHyUo0M,,
龍洞,後門,LD-BACK-DOOR-61,落大石,Big Rock Falling,5.12a,5,"龍洞 - 後門 - 落大石（5.12a/7a+) | https://www.youtube.com/watch?v=hCj7mDJK4QU
攀岩 龍洞 後門 /落大石 2018/09/02 | https://www.youtube.com/watch?v=fBKpU60QPD8
龍洞後門郎爸示範落大石 | https://www.youtube.com/watch?v=RHpXPXQvulQ
落大石2 倍聰 | https://www.youtube.com/watch?v=ZBMThWZFku0
落大石1 倍聰 | https://www.youtube.com/watch?v=oJvsdYf5lEo",,
龍洞,後門,LD-BACK-DOOR-62,火龍,Dragon with Matches,5.10b,0,,,
龍洞,後門,LD-BACK-DOOR-63,哈雷,Harley-Davidson,5.10d,2,,,
龍洞,後門,LD-BACK-DOOR-64,機車,Motorcycle,5.12c,3,"龍洞 後門 機車 5.12C | https://www.youtube.com/watch?v=RDVstk8Teyg
攀岩 龍洞 後門/機車 | https://www.youtube.com/watch?v=NqvSHcEM1e8
20210207 龍洞 後門 機車 | https://www.youtube.com/watch?v=LKGMIqwRl7k
龍洞 - 後門 - 機車	https://www.youtube.com/watch?v=GIhKhg_m-UI",,
